Word,PonderadoApilado,Similares
conductor,2.68,['conductora']
kilómetro,2.6799999999999997,['metro']
jonathan dos santos,2.67,['san']
sheyla rojas,2.67,['sheyla']
movistar,2.66,['movistar tv c12 sd']
concierto,2.66,"['desconcierto', 'casi 100 conciertos en dos años']"
daniela darcourt,2.6599999999999997,['daniela darcourt jerry rivera']
libro,2.65,"['audiolibro', 'feria del libro de madrid', 'feria de libro la']"
crematorio,2.6399999999999997,['crematorio piedrangel']
protesta,2.61,['protestas']
tacna,2.5700000000000003,"['tacna menores', 'gore tacna']"
defensor,2.55,['defensoría']
alimento,2.54,['alimentos']
tomás gálvez dan,2.54,"['tomás gálvez', 'gálvez']"
atlético de madrid,2.54,['atlético']
arequipa,2.54,['arequi']
robo,2.5300000000000002,['macrobotellón']
extranjero,2.51,['extra']
flor salvador quién,2.51,['quién']
clásico del pacífico,2.5,['clásico']
madre,2.4899999999999998,"['madre de dios', 'madre teresa de calcuta']"
españa,2.48,['la nueva españa']
delito,2.48,['estos 5 delitos']
parque de la exposición,2.4699999999999998,['exposición']
australia,2.44,['australia reino unido']
responsabilidad,2.4299999999999997,['responsable']
calle,2.41,['luis lacalle']
instagram,2.4,"['instagram video', 'instagram hinchas']"
opción,2.39,['pc']
campana,2.38,"['lucas campana', 'l campana']"
destino,2.38,['nuestra tarotista te cuenta lo que te depara el destino']
control,2.37,['controla']
doncaster,2.37,['doncaster rovers']
vladimir cerrón,2.36,['cerrón']
cusco,2.35,['provincias altas del cusco']
vamo,2.34,"['vamos chicas', 'campeonato panamericano u19 vamos']"
inicio,2.34,['reinicio']
revolución,2.34,"['evolución', 'devolución']"
corrupción,2.33,"['fiscalía anticorrupción de lambayeque', 'la fiscalía superior anticorrupción de junín']"
partidazo,2.3200000000000003,['partida']
gianluca lapadula,2.3200000000000003,['lapadula']
provincia,2.3200000000000003,['provincia de víctor fajardo']
aporte,2.31,['pasaporte']
pasión de gavilanes,2.31,['pasión']
jefas,2.31,['jefa']
seguro,2.3000000000000003,['estoy seguro']
limpieza,2.3000000000000003,"['día internacional de la limpieza de las playas', 'pie', 'pieza']"
gigante,2.3,['gigantes']
rodrigo vilca,2.3,['english league one rodrigo vilca']
edgar alarcón,2.3,['edgar alarcón tejada']
ortega,2.3,['greysi ortega']
traje,2.29,['video el traje de castillo no']
suspensión,2.27,['suspensión perfecta de labores']
cuadro,2.2600000000000002,['manuel rodríguez cuadros']
brian laundrie,2.2600000000000002,['laundrie']
bayern múnich,2.26,['bayern munich']
césar hildebrandt,2.25,"['hildebrandt', 'dt']"
firma,2.24,['afirmación']
crystal palace,2.2399999999999998,['crystal']
reactivación,2.2399999999999998,"['activación', 'activ']"
gobernante,2.23,['berna']
cárcel,2.23,['gisela valcárcel']
bosnia &amp herzegovina,2.22,['&']
2021,2.19,['cazador 2021']
comisaría,2.19,['misa']
tumbes,2.16,['tumbes tiktoker']
peter david,2.16,['peter']
fortalecimiento,2.15,['fortalecimien']
turismo,2.14,['día mundial del turismo']
preocupación,2.14,['reo']
fortunata barrios,2.1399999999999997,"['barrio', 'fortunata']"
usuarios,2.12,['usuario']
capacidad,2.11,['discapacidad']
rayo vallecano,2.11,['athletic club getafe athletic club rayo vallecano afp']
edición,2.11,"['inicia una nueva edición de', 'edición noche', 'edición sabatina']"
lanzamiento,2.1,"['allanamiento', 'lanza']"
panamá,2.1,['relaciones exteriores de panamá']
nieves everson hull,2.09,['nieve']
guerra,2.09,"['paul herrera guerra', 'posguerra']"
cumplimiento,2.08,['incumplimiento']
experto,2.07,['el inexperto crew']
marcha,2.06,['cajamarca']
deportivo municipal,2.06,"['deportivo municipal cuándo', 'municipal']"
efecto,2.06,['defecto']
reconocimiento,2.05,"['reconocimiento mutuo', 'desconocimiento']"
andina,2.03,"['las granandinas ralph gonsalves', 'foto andina']"
área,2.03,['hectárea']
breve,2.02,['brevete']
matthijs de ligt,2.02,['de ligt']
calidad,2.0,['localidad']
indecopi,1.9900000000000002,"['consejo consultivo de indecopi', 'el indecopi']"
investigador,1.98,['investigadora']
puente,1.98,"['puente internacional del río', 'puente internacional de del río']"
panamericana,1.9799999999999998,"['xxxi festival panamericano de la juventud', 'carretera panamericana norte', 'panamericano', 'america']"
colegio,1.96,['colegio químico farmacéutico']
washington,1.95,['washington dc']
ejecutivo,1.95,"['poder ejecutivo', 'cultivo']"
rico,1.95,"['américo cárdenas quispe', 'ventaja tricolor']"
xoana gonzález,1.94,['xoana']
arranca la segunda parte,1.9300000000000002,['segunda']
periodista,1.93,"['el periodista', 'periodistas']"
poder judicial,1.93,['consejo ejecutivo del poder judicial']
díaz-canel,1.9200000000000002,"['manuel díaz-canel', 'miguel díaz-canel', 'díaz canel']"
socio,1.9200000000000002,['ocio']
satanizar,1.92,['sat']
derecha,1.9100000000000001,['ultraderecha']
pobreza,1.9,['pobre']
la abogada,1.9,['abogada']
nangarha jalalabad,1.8900000000000001,['jalalabad']
semana de representación,1.8800000000000003,"['presentación', 'representación']"
kamina johnson smith,1.88,"['smith', 'kamina jonhson smith']"
vacunatón,1.88,['supervacunatón']
chimbote,1.88,"['nuevo chimbote chimbote', 'nuevo chimbote']"
causa,1.86,['usa']
regularidad,1.85,['irregularidad']
primera ronda,1.84,"['primera', 'onda']"
balenciaga,1.8399999999999999,['bale']
carga,1.83,"['descarga', 'encargado']"
exterior,1.83,['exteriores']
liga mx,1.82,"['liga mx apertura', ""liga mx  las 'águilas"", 'liga mx nuestro']"
alcalde,1.8199999999999998,['alcalde muñoz']
chorri palacios,1.8199999999999998,"[""chorri' palacios"", 'palacio']"
droga,1.81,['drogadicta']
comunicado,1.81,['comunicadora']
tenis,1.7999999999999998,['tenis al máximo']
médico,1.79,['médicos por la verdad']
iglesia,1.7899999999999998,"['enrique iglesias', 'iglesia católica']"
alberto fernández,1.78,['alberto']
orlando núñez,1.78,['clara orlando núñez']
ninel conde,1.78,['ninel']
cero,1.77,['cenicero']
biles,1.77,['simone biles']
tula rodríguez,1.7600000000000002,['de tula rodríguez']
lenguaje,1.76,['lengua']
romance,1.76,['roma']
heroína,1.75,['superheroína']
comunicación,1.75,['comunicación y']
horóscopo,1.7400000000000002,['el horóscopo']
adicción,1.7300000000000002,"['tradición', 'extradición']"
adolescente,1.73,['adolescentes']
actriz,1.73,['laos actriz']
andrés manuel lópez obrador,1.73,['manuel lópez obrador']
buenos días,1.72,['buenos días hoy']
palabra,1.71,['las palabras de']
star globalcom c12,1.7000000000000002,"['star globalcom', 'global']"
los ángeles,1.7,['los ángeles azules']
preparación,1.7,"['reparación', 'reparación civil']"
impacto,1.7,['pacto']
champions,1.69,"['championship video', 'champions league']"
roca,1.69,['ferrocarril']
olympique lyon,1.6800000000000002,['lyon']
riesgo,1.6800000000000002,['griego']
escritor,1.68,['escrito']
carlos a mannucci de,1.68,"['carlos a mannucci', 'carlos a mannucci  c neumann', 'carlos a mannucci 1 f rodríguez']"
triste,1.68,['me pone triste']
ciudadanía,1.6700000000000002,['día de la ciudadanía']
vivienda,1.6700000000000002,['al interior de su vivienda']
el agustino,1.67,"['ate el agustino', 'agustino']"
decreto de urgencia,1.67,"['urgencia', 'decreto']"
mario abdo benítez,1.6600000000000001,['benítez']
chiquitas,1.65,['chiquita']
últimos 45 minutos,1.6400000000000001,"['45', 'minutos', 'último']"
distanciamiento,1.6400000000000001,['distancia']
soberanía,1.6400000000000001,['sobe']
club,1.6400000000000001,['club9']
dc united,1.64,['united']
mohamed irfaan ali,1.63,['irfaan ali']
dragon ball,1.63,['dragon']
miel,1.61,['mieloma']
felipe rodríguez,1.6099999999999999,['crack felipe rodríguez']
arma,1.6,"['armas', 'farmacias']"
amiga,1.6,['amigas']
incendio,1.5999999999999999,['incendio colony']
cabeza,1.5999999999999999,['cabezazo']
san borja,1.59,['borja']
brasil,1.5899999999999999,['brasileño']
episodio,1.58,['odio']
conjunto,1.58,['conjuntos']
ayacucho,1.57,['chungui ayacucho']
innovación,1.57,['ovación']
asentamiento,1.56,['sentimiento']
nerman fatic,1.56,['0nerman fatic']
astronauta,1.55,['astro']
claudia la piña peña,1.5499999999999998,['claudia la piña peña quién']
foro,1.54,['aforo']
agencia,1.54,['agencia espacial peruana']
migración,1.54,['inmigración']
exgobernador,1.53,['gobernador']
trump,1.53,['donald trump']
noviembre,1.52,['noviem']
yuyos,1.52,['playa los yuyos']
gestant,1.52,"['gestante', 'gesta']"
oncena,1.5,['oncenas']
philipp blom,1.5,['philipp bloom']
lideresa,1.5,['lider']
gs,1.5,['mayo clinic proceedings']
nayib bukele,1.49,['bukele']
daño,1.49,['los daños van']
samuel suárez,1.48,['samu']
cuto guadalupe,1.46,['guadalupe']
línea,1.46,['línea-\xa0el']
piñera,1.46,['sebastián piñera']
directv,1.45,['directv sports']
with,1.44,['without']
león,1.4300000000000002,"['liga mx león', 'santiago ormeño león']"
civilización,1.4300000000000002,['civil']
ernesto contreras letona,1.4300000000000002,"['contreras', 'hernesto contreras letona']"
dirigencia,1.4300000000000002,['diligencia']
misterio,1.42,['tercio']
millonario,1.42,['multimillonario']
base,1.42,['base naval']
adriano,1.42,['adriano pozo']
entrada,1.4100000000000001,['la entrada sigue']
alegría,1.4000000000000001,"['fotogalería', 'galería']"
medicina natural,1.4,['medicina']
la de la monja catalina de erauso,1.4,['catalina de erauso']
frank kessié ac milan,1.4,"['ac milan', 'milan']"
luna,1.3900000000000001,['cristina luna']
carne,1.37,['carnet']
jorge muñoz,1.37,['jorge']
movimiento al socialismo,1.37,['movimiento']
persecución,1.3599999999999999,['persecusión']
ytalo manzo dt,1.3599999999999999,"['manzo dt', 'ytalo']"
juicio,1.35,"['perjuicio', 'prejuicio']"
sjl,1.35,['sjl el cuartel barbones']
miguel trauco,1.35,['trauco']
estabilidad,1.3499999999999999,['inestabilidad']
signo,1.34,['signos']
yahaira plasencia,1.3399999999999999,['yahaira']
europa,1.3399999999999999,['ropa']
sacarronchas,1.33,['carro']
lamento,1.33,"['parlamento ruso', 'reglamento']"
menudo,1.33,['tremendo']
evo morales,1.32,['morales']
senamhi,1.32,['sena']
mohamed salah,1.31,['salah']
emprendimiento,1.31,['rendimiento']
naby keita,1.31,['keita']
milla,1.29,['humillación']
biodiversidad,1.29,['adversidad']
conoce,1.29,['flor salvador conoce']
parís saint-germain,1.29,['parís']
guerreros,1.29,"['guerreros mx', 'guerrero']"
penal,1.28,['pena']
quiebra,1.27,['lo tienen que juzgar como cualquiera']
padrón,1.27,['drón']
ciencia,1.27,"['eficiencia', 'deficiencia']"
promulgación,1.26,['promulga']
liga profesional,1.26,['copa de la liga profesional']
potencial,1.25,['potencia']
manada,1.25,['demanda']
camila,1.25,['camila angelo']
charles michel,1.25,['michel']
cosa,1.25,['cosas']
observatorio,1.24,['observatorio real de greenwich']
darwin urquizo la constituyente,1.24,['quiz']
expresión,1.23,['presión']
cuello,1.23,['los cuellos blancos del puerto']
carlos fernandez,1.23,['josé carlos fernández']
trabajador,1.23,['trabajando']
producto,1.22,"['productor', 'productores']"
juan antonio biceño,1.22,['juan antonio briceño']
imperio,1.21,['imperio otomano']
pulso,1.21,['impulsor']
texto,1.21,['contexto']
mejoramiento,1.21,['mejora']
pamela franco,1.2,['christian domínguez pamela franco']
capacitación,1.2,['cita']
bcr,1.2,['bcrp']
alineación,1.19,['alineaciones']
brote,1.19,['rebrote']
inspiration4,1.18,['inspiration 4']
multilateralismo,1.18,['lateral']
reabren,1.17,['abren']
dircote,1.17,['dircote josé baella']
reporte,1.16,['reportero']
reseña,1.1400000000000001,"['protector  reseña', 'reseña el']"
android usa el asistente,1.1400000000000001,"['asistente', 'android']"
inventario,1.1300000000000001,['venta']
colon,1.13,['colonia']
memoria,1.12,['lugar de la memoria']
alemán,1.12,['el extremo alemán']
liberación,1.12,['deliberación']
liga betplay,1.1199999999999999,['liga betplay atlético nacional']
sterling,1.11,['raheem sterling']
miss,1.1099999999999999,['miss teen mundial']
finanzas,1.1099999999999999,['finanza']
prestación,1.1099999999999999,['interpretación']
bel-air,1.1,['the fresh prince of bel-air']
remmy valenzuela,1.0899999999999999,['valenzuela']
récords guinness,1.0899999999999999,['récord']
atlanta united,1.08,['atlanta']
captura,1.08,['captu']
asamblea constituyente,1.08,['asamblea']
bordeaux,1.08,['borde']
"paula távara ""cascarones",1.07,"['""']"
oficio,1.06,['ofi']
generación,1.05,['penetración']
catherine civiero,1.05,['the']
enfado,1.05,['senado']
kluiverth aguilar,1.05,['guty kluiverth aguilar']
exreclusos,1.04,['recluso']
rikishi,1.04,"[""daniel z 'la rikishi'""]"
boda,1.01,['preboda']
comas,1.01,['mas']
sentencia,1.01,['cosentenciado']
huánuco,1.0,['huánuco consejero cárdenas']
andrea san martin,0.99,['san martín']
insólito el curioso sorteo,0.98,['sorteo']
youtube,0.97,['youtube spotify']
carlos desio dt,0.97,['carlos desio  dt']
retador,0.97,['retadora']
la mejor manera de defendernos,0.97,['la mejor manera de defender']
jne,0.96,['jne un']
río grande,0.96,['rio grande']
cronograma,0.96,['cronograma actualizado del']
acusación,0.95,['sanción']
dardo para barcos,0.95,['dardo']
johanna san miguel,0.94,['san miguel']
disparo,0.94,['paro']
momentos,0.92,['duro momento']
google,0.9199999999999999,['adobe google']
señorita,0.9199999999999999,['señor']
anciano,0.91,['el anciano de 85 años']
fernández de kirchner,0.9,['cristina fernández de kirchner']
listos,0.9,['listos atlético de']
murdaugh,0.9,['alex murdaugh']
tribunal de fiscalización laboral,0.9,['fiscalización']
dominica,0.89,['dominicana']
terremoto,0.89,['moto']
manga,0.8800000000000001,['huamanga']
gustavo dulanto,0.8800000000000001,['gustavo dulanto sergio ibarra']
actualidad,0.88,['día internacional de — actualidadspda']
expulsado lucas rodríguez,0.8700000000000001,['lucas']
dt rosado ytalo manzo,0.87,['rosado']
valoración,0.87,['valor']
puntaje,0.87,['punta']
escolar,0.87,['escolarización']
título 42,0.8600000000000001,['título']
félix moreno fiscalía,0.8600000000000001,['él']
ascenso,0.86,['censo']
disfruta,0.86,['ruta']
por qué para los más vulnerables,0.85,['qué']
divisa,0.85,['visa']
silencio,0.85,['el silencio epidemiológico se acentúa']
san josé earthquakes,0.8400000000000001,['san jose earthquakes']
registro,0.84,['real plaza  registro']
ganará,0.8300000000000001,['a ganar']
fpf,0.83,['fpf play']
iber maraví,0.8200000000000001,['empleo iber maraví']
saint-étienne,0.8200000000000001,['saint étienne']
clientela,0.8200000000000001,['cliente']
belaúnde,0.81,['aún']
magaly tv la firme,0.81,['magaly tv']
exitosa josé baella,0.81,['josé baella']
escaladora,0.81,['escala']
suiza,0.81,['suiza un']
firmeza,0.8,['firme']
fifa a,0.8,['fifa']
acreedor,0.8,['acr']
luis gonzáles posada,0.8,['luis gonzáles']
inter de milán,0.8,['milán']
real plaza primavera,0.79,['rima']
le cag**** el cacharro mira,0.79,['*']
guamán poma de ayala,0.79,['huamán poma de ayala']
english league one,0.78,['league one']
fc,0.78,['austin fc']
contagiados 227713688 fallecidos 4680398,0.78,['71']
represor,0.78,['preso']
sex education,0.78,"[""sex education'""]"
xl,0.77,['idel vexler']
excampeón,0.77,['campeón']
puntos,0.77,['puntos covid']
conferencia este,0.77,['conferencia oeste']
eutanasia,0.76,['asia']
estudiantes de la uni,0.76,['estudiante']
sigamos,0.76,['sigamos alentando']
puertorriqueño,0.75,['puerto']
san martín de porres mira,0.75,['san martín de porres']
ganancia,0.75,['contra la legitimación de ganancias ilícitas']
torneo apertura,0.75,['apertura']
bávaro,0.74,['bávaros']
billete,0.73,['billetera']
mandato,0.73,['dato']
exmarine,0.73,['marine']
sexta feria metropolit,0.73,['feria']
emiliano ramos,0.72,['emiliano ramos álvarez']
requisitoria,0.72,['requisitoriado']
fortaleza del real felipe,0.72,['fortaleza']
amerizaje,0.72,['el amerizaje']
marylène patou-mathis,0.72,['this']
jorge panta,0.71,['jorge panta 5/2 2mirza basic']
sergio galdos,0.71,['0sergio galdos']
fortunata y jacinta,0.71,['jacinta']
jair bolsonaro,0.7,['bolsonaro']
sierra,0.7,['sierra nevada']
veruska lópez aragón,0.69,['veruska lópez']
rifa,0.69,['tarifa']
debilit,0.68,['debilitamiento']
agricultor,0.6799999999999999,['culto']
aeropuerto,0.6799999999999999,['aeropuerto de incheon']
morador,0.6799999999999999,['orador']
procuraduría,0.67,['cura']
espalda,0.67,['espaldarazo']
cuadra,0.6599999999999999,['escuadra']
alma,0.64,['almacenamiento']
granada,0.64,['josé granda']
entusia,0.6,['entusiasmo']
mexico,0.5900000000000001,['mexico city']
