,Name,KeywordsByWord
24,s/,"['cambio', 'expectativa', 'activo', 'noviembre', 'tipo', 'reserva federal', 'compra', 'perú', 's/', 'aumento', 'reducción', 'dólar', 'cambio', 'divisa', 'tipo', 'decisión', 'ejecutivo', 'miércoles', 'septiembre', 'mercados', 'perú', 's/', 'jornada', 'reducción', 'dólar']"
25,verónika mendoza «sendero,['verónika mendoza «sendero']
26,tema,"['costo', 'tema', 'pago', 'elusión', 'ahí se puede entrar a un análisis minucioso', 'metodología', 'regalía', 'precio', 'informe matinal vuelve', 'noticia', 'escúchanos', 'tema', 'alejandro toledo', 'ee uu conoce', 'septiembre', 'resumen', 'perú', 'extradición', 'locución', 'jorge coayla de perú libre no', 'parlamentario', 'bancada', 'tema', 'gas de camisea', 'congreso', 'ministro', 'citación', 'guido bellido', 'miedo', 'renegociación', 'tema', 'ministra', 'gas de camisea', 'mujer', 'utilidad', 'marco', 'institucionalización', 'anahí durand', 'titular', 'tema', 'ampliación', 'transportes y comunicaciones', 'telecomunicación', 'servicio', 'consejo', 'cabo', 'tema', 'partir', 'país', 'mediodía', 'interés', 'presidencia del consejo de ministros', 'fin', 'sesión', 'mundo', 'propuesta', 'tema', 'no', 'conjunto', 'participación', 'no se puede encargar solo a constitucionalistas', 'sociedad', 'tarea', 'parte', 'debate', 'puerta']"
27,renegociación,"['renegociación', 'público', 'autoridad', 'presidente', 'bellido', 'castillo', 'camisea', 'renegociación', 'proceso', 'camisea', 'vivo', 'renegociación', 'pcm', 'gas de camisea', 'presidente', 'ministro', 'pueblo', 'retiro', 'castillo', 'puno', 'empresa', 'guido bellido', 'renegociación', 'mensaje', 'contrato', 'presidente', '“', 'tipo', 'representante', 'forsyth', 'oea', 'perú', 'derecho', 'estado', 'castillo', 'camisea', 'harold forsyth', 'miedo', 'renegociación', 'tema', 'ministra', 'gas de camisea', 'mujer', 'utilidad', 'marco', 'institucionalización', 'anahí durand']"
28,congresista,"['congresista', 'orden', 'asistencia', 'captura', 'firma', 'perú', 'huancayo', 'pese', 'katy ugarte', 'congresista', 'perú libre', 'contumaz', 'captura', 'reo', 'congresista', 'guilermo bermejo', 'detalle', 'ipys', 'nota', 'sebastian ortiz martínez', 'prensa', 'actitud', 'congresista', 'bancada', 'carta', 'guillermo bermejo', 'vocero', 'comisión de ética', 'silvana robles', 'asunto', 'libre', 'josé williams', 'perú', 'avanza país', 'congresista', 'titular', 'trabajo', 'maraví', 'presidente', 'ministro', 'gobierno', 'yarrow', 'avanza país', 'amigo', 'cartera', 'congresista', 'bancada', 'maúrtua', 'perú libre', 'canciller', 'pronunciamiento', 'comunicado', 'óscar maúrtua', 'vicecanciller', 'renuncia', 'yarrow', 'avanza país', 'pl', 'luis chávez', 'congresista', 'dedo', 'ministro', 'voluntad', 'señor', 'carlos anderson', 'nosotros', 'maraví', 'nación']"
29,red,"['red', 'pronunciamiento', 'representante', 'parlamentaria', 'abogado', 'citación', 'través', 'red', 'influencers', 'favor', 'clínica', 'teletón', 'tv', 'televisión', 'figura', 'paciente', 'san juan de dios', 'fecha', 'campaña', 'edición', 'red', 'video', 'twitter ministerio de trabajo', 'congreso', 'hora', 'cuenta', 'interpelación', 'iber maraví', 'conducción', 'propuesta', 'red', 'plataforma zoom', 'audiencia', 'red', 'partir', 'mañana', 'canal', 'tribunal constitucional tv', 'través']"
30,empresa,"['empleado', 'mediodía', 'pertenencia', 'independencia   conoce', 'delincuente', 'empresa', 'empresa', 'compañía', 'millones de hogares', 'proveedores', 'apple', 'apagón', 'producción', 'falta', 'energía', 'china', 'tesla', 'renegociación', 'pcm', 'gas de camisea', 'presidente', 'ministro', 'pueblo', 'retiro', 'castillo', 'puno', 'empresa', 'guido bellido', 'jefe del gabinete', 'reunión', 'gas de camisea', 'miércoles', 'empresa', 'adquisición', 'mercado', 'precedente', 'fusión', 'lugar', 'acumulación', 'maela', 'concentración', 'empresa', 'capital', 'miriency gonzález', 'caso', 'antigüedad', 'actualidad', 'año', 'pérdida', 'economía', 'contaminación', 'empresa', 'lote']"
31,audiencia,"['legislativo', 'audiencia', 'ley', 'poder ejecutivo', 'pleno', 'demanda', 'octubre', 'abogado', 'tc', 'cas', 's/72000', 'uci', 'cama', 'muñoz', 'audiencia', 'ángeles negros', 'bazalar', 'cobro', 'madre', 'disculpa', 'transferencia', 'cecilia aróstegui', 'perú', 'dinero', 'audiencia', 'prisión', 'centro poder judicial', 'mes', 'dinámicos', 'plataforma zoom', 'audiencia', 'red', 'partir', 'mañana', 'canal', 'tribunal constitucional tv', 'través', 'régimen', 'audiencia', 'tribunal constitucional', 'ley', 'miércoles', 'demanda', 'octubre', 'cas', 'legisladora', 'audiencia', 'juzgado penal unipersonal', 'contumaz', 'ella', 'instalación', 'difamación', 'reo']"
32,canciller,"['bancada', 'canciller', 'presidente', 'firmeza', 'agenda', 'falta', 'óscar maúrtua', 'gobierno', 'renuncia', 'perú', 'realidad', 'comunicado', 'república', 'docilidad', 'óscar maúrtua dice', 'comisión', 'bancada', 'canciller', 'rree', 'ministro', 'firmeza', 'presidente', 'agenda', 'salida', 'falta', 'gobierno', 'verdad', 'comunicado', 'perú', 'docilidad', 'congresista', 'bancada', 'maúrtua', 'perú libre', 'canciller', 'pronunciamiento', 'comunicado', 'óscar maúrtua', 'vicecanciller', 'renuncia', 'yarrow', 'avanza país', 'pl', 'luis chávez', 'canciller', 'bancada de perú libre', 'renuncia', 'vicecanciller']"
33,vida,"['planeta', 'vida', 'peruano', 'angioedema', 'etapa', 'enfermedad', 'vida', 'arte', 'origami', 'anciano', 'año', 'figura', 'calle', 'trujillo héctor dextre', 'joven', 'humano', 'límite', 'ciencia', 'esperanza', 'vida', 'edad', 'nivel', 'año', 'estudio', 'arte', 'vida', 'no voy a traicionar', 'obra', 'borges', 'libro', 'jorge luis borges', 'escritor', 'líder', 'josé luis rodríguez zapatero', 'incor', 'vida', 'dieta', 'exceso', 'estilo', 'luisa talledo paredes', 'alcohol', 'caloría', 'grasa', 'falta', 'consumo', 'cardióloga', 'tabaco', 'enfermedad', 'actividad']"
34,bermejo,"['prensa', 'basura', 'bermejo', 'reportero', 'basura', 'medio', 'perú libre', 'gobierno', 'bermejo', 'periodista', 'prensa']"
35,libro,"['estados unidos', 'hombre', 'ira', 'música', 'libro', 'expresidente', 'melodía', 'trump', 'casa blanca', 'hecho', 'exportavoz', 'libro', 'palabra', 'país', '6000', 'par', 'maravilla', 'olvido', 'frase', 'lectura', 'alicia', 'inteligencia', 'arte', 'vida', 'no voy a traicionar', 'obra', 'borges', 'libro', 'jorge luis borges', 'escritor', 'líder', 'josé luis rodríguez zapatero', 'planeta', 'alternativa', 'libro', 'respuesta', 'recuperación', 'parte', 'hombre', 'trabajo', 'libro', 'remuneración', 'mujer', 'año', 'persona', 'aporte', 'continente', 'extractivismo', 'libro', 'ensayo', 'presentación', ""pluriverso' un diccionario del posdesarrollo"", '‼ únete', 'proceso']"
36,control,"['ministro carrasco', 'control', 'aeropuerto', 'alejandro toledo', 'control', 'acusación', 'octubre', 'poder', 'exmandatario', 'judicial', 'comitiva', 'ministro', 'control', 'gobierno', 'carrasco', 'aeropuerto', 'activo', 'caso', 'delito', 'control', 'proceso', 'cócteles audiencia', 'requerimiento', 'keiko fujimori']"
37,mensaje,"['prensa', 'guillermo bermejo', 'mensaje', 'nota', 'renegociación', 'mensaje', 'contrato', 'presidente', '“', 'tipo', 'representante', 'forsyth', 'oea', 'perú', 'derecho', 'estado', 'castillo', 'camisea', 'harold forsyth', 'mundo', 'tarea', 'mensaje']"
38,mediodía,"['empleado', 'mediodía', 'pertenencia', 'independencia   conoce', 'delincuente', 'empresa', 'independencia', 'empleado', 'delincuente', 'mediodía', 'pertenencia', 'luz', 'servicio', 'trabajador', 'enel', 'consejo', 'cabo', 'tema', 'partir', 'país', 'mediodía', 'interés', 'presidencia del consejo de ministros', 'fin', 'sesión']"
39,mundo,"['mundo', 'propuesta', 'tema', 'no', 'conjunto', 'participación', 'no se puede encargar solo a constitucionalistas', 'sociedad', 'tarea', 'parte', 'debate', 'puerta', 'mundo', 'país', 'un debate constituyente', 'puerta', 'mundo', 'tarea', 'mensaje']"
40,planeta,"['planeta', 'vida', 'peruano', 'angioedema', 'etapa', 'enfermedad', 'planeta', 'alternativa', 'libro', 'respuesta', 'recuperación', 'parte', 'planeta', 'riesgo', 'amenaza', 'pueblo', 'conocimiento', 'interés', 'cooptación', 'maela', 'tecnología', 'miriency gonzález']"
41,ley,"['propósito', 'día', 'proceso', 'lugar', 'pedido', 'reglamento', 'ley', 'post', 'propósito', 'prejuicio', 'informaciónespoder', 'reglamento', 'paciente', 'ley', 'asociación', 'legislativo', 'audiencia', 'ley', 'poder ejecutivo', 'pleno', 'demanda', 'octubre', 'abogado', 'tc', 'cas', 'perupetro', 'negociación', 'estado facultada', 'pcm', 'contrato', 'entidad', 'sector', 'carlos bessombes', 'ley', 'camisea', 'representación', 'invitación', 'régimen', 'audiencia', 'tribunal constitucional', 'ley', 'miércoles', 'demanda', 'octubre', 'cas']"
42,amenaza,"['gabinete', 'amenaza', 'rené zubieta pacco', 'gas de camisea', 'diferencia', 'guido bellido', 'pregunta', 'amenaza', 'medida', 'rené zubieta pacco', 'gas de camisea', 'congreso', 'día', 'guido bellido', 'planeta', 'riesgo', 'amenaza', 'pueblo', 'conocimiento', 'interés', 'cooptación', 'maela', 'tecnología', 'miriency gonzález', 'tala', 'amenaza', 'territorio']"
43,corpus,"['extradición', 'corpus', 'habea', 'alejandro toledo', 'eeuu', 'alejandro toledo', 'corpus', 'extradición', 'hábea', 'opción', 'hixson', 'coordinador', 'medida', 'expresidente', 'toledo', 'habeas', 'juez', 'equipo especial', 'decisión', 'corpus', 'extradición', 'rafael vela', 'recurso', 'alejandro toledo', 'expresidente', 'habeas', 'corpus', 'perú', 'defensa', 'extradición']"
44,pueblo,"['mario vargas llosa «el comunismo', 'necesidad', 'pueblo', 'conflictosmineros', '#', 'pueblo', 'gestión', 'gobierno', 'idea', 'renegociación', 'pcm', 'gas de camisea', 'presidente', 'ministro', 'pueblo', 'retiro', 'castillo', 'puno', 'empresa', 'guido bellido', 'planeta', 'riesgo', 'amenaza', 'pueblo', 'conocimiento', 'interés', 'cooptación', 'maela', 'tecnología', 'miriency gonzález']"
45,comisión,"['óscar maúrtua dice', 'comisión', 'bancada', 'canciller', 'rree', 'ministro', 'firmeza', 'presidente', 'agenda', 'salida', 'falta', 'gobierno', 'verdad', 'comunicado', 'perú', 'docilidad', 'comisión', 's/147', 'auxiliar', 'fraude', 'asesor']"
46,consejo de ministros,"['conferencia', 'consejo de ministros', 'prensa', 'acuerdo', 'guido bellido', 'titular', 'gabinete', 'tarde', 'cartera', 'pcm', 'conferencia', 'consejo de ministros', 'miércoles', 'par', 'prensa', 'acuerdo', 'guido bellido']"
47,maela,"['planeta', 'riesgo', 'amenaza', 'pueblo', 'conocimiento', 'interés', 'cooptación', 'maela', 'tecnología', 'miriency gonzález', 'inversión', 'frontera', '+', 'campo', 'innovación', 'biodiversidad', 'maela', 'todo ello implica una amenaza', 'biotecnología', 'capitalismo', 'desarrollo', 'miriency gonzález', 'proverbio', 'autonomía', 'comida', 'maela', 'miriency gonzález', 'adquisición', 'mercado', 'precedente', 'fusión', 'lugar', 'acumulación', 'maela', 'concentración', 'empresa', 'capital', 'miriency gonzález', 'cambio', 'política', 'promesa', 'influjo', 'los estados', 'maela', '1980', 'crecimiento', 'miriency gonzález']"
48,minería,"['pedro castillo', 'mario vargas llosa', 'minería', 'país', 'minería', 'lea', 'columna', 'carlos prado vigil', 'ganador']"
49,mercado,"['juan carrasco', 'desalojo', 'mercado', 'burgomaestre', 'conservación', 'alcalde', 'chiclayo', 'exterior', 'ministro', 'espacio', 'intervención', 'apoyo', 'mininter', 'gasco', 'modelo', 'huancayo', 'covid-19', 'vacunación', 'mercado', 'adquisición', 'mercado', 'precedente', 'fusión', 'lugar', 'acumulación', 'maela', 'concentración', 'empresa', 'capital', 'miriency gonzález', 'mercado', 'richard intriago', 'mercancía', 'miembro', 'derecho', 'alimento']"
50,mañana,"['bancada', 'jueves', 'mañana', 'congreso sesión', 'nota', 'tiempo', 'iber maraví', 'juan cadillo', 'retorno', 'congreso', 'mañana', 'pleno', 'ministro', 'aula', 'moción', 'acción popular', 'educación', 'guido bellido', 'plataforma zoom', 'audiencia', 'red', 'partir', 'mañana', 'canal', 'tribunal constitucional tv', 'través']"
51,peruano,"['cambio', 'factor', 'peruano', 'salud', 'beca', 'concurso', 'suiza', 'profesional', 'contexto', 'universidad de berna', 'doctorado', 'planeta', 'vida', 'peruano', 'angioedema', 'etapa', 'enfermedad', 'gente', 'peruano', 'escritor', 'felicidad', 'beca', 'gratitud', 'carrera', 'daniel alarcón', 'orgullo', 'macarthur genius award', 'balón', 'nivel', 'latinoamérica', 'peruano', 'alcance', 'queremos que nuestro gas', 'sol', 'camisea', 'a usted le gustaría']"
52,regla,"['rt', 'regla', 'rusia', 'suspensión', 'youtube', 'rt', 'regla', 'rusia', 'suspensión', 'youtube']"
53,mario vargas llosa «el comunismo,"['mario vargas llosa «el comunismo', 'necesidad', 'pueblo']"
54,precio,"['mes', 'precio', 'midagri «pollo', 'costo', 'tema', 'pago', 'elusión', 'ahí se puede entrar a un análisis minucioso', 'metodología', 'regalía', 'precio', 'factor', 'base', 'región', 'producto', 'septiembre', 'alimento', 'precio', 'análisis']"
55,desarrollo,"['capacidad', 'respuesta', 'fantasma', 'meta', 'desarrollo', 'pensador', 'aníbal quijano', 'desarrollo', 'tiempo', 'inversión', 'frontera', '+', 'campo', 'innovación', 'biodiversidad', 'maela', 'todo ello implica una amenaza', 'biotecnología', 'capitalismo', 'desarrollo', 'miriency gonzález']"
56,ministerio,"['entrevista', 'irtp', 'ministerio', 'eduardo guzmán', 'ariana lira delcore   suscríbete']"
57,poder judicial,"['policía falsas', 'brujería', 'muerte', 'incapacidad', 'fallas', 'estado', 'mujer', 'género', 'persecución', 'poder judicial', 'violencia', 'acusación', 'congo', 'mes', 'experto', 'plantón', 'grupo', 'agresión', 'fujimorista', 'septiembre', 'contra', 'poder judicial', 'comisaría', 'ataque', 'resistencia']"
58,dinámicos,"['centro', 'nivel', 'perú libre', 'la línea jerárquica revela', 'tesis', 'organización', 'vladimir cerrón', 'arturo cárdenas', 'secretario', 'dinámicos', 'audiencia', 'prisión', 'centro poder judicial', 'mes', 'dinámicos']"
59,viceministro,"['pedro gamio', 'energía  no', 'vivo', 'viceministro', 'tardar', 'vacunación', 'dosis', 'viceministro', 'aprobación', 'inoculación', 'semana', 'refuerzo', 'salud pública gustavo rosell', 'protocolo']"
60,territorio,"['incidencia', 'agroecología', 'agua', 'soberanía', 'actor', 'espacio', 'relación', 'territorio', 'observatorio', 'reflexión', 'josé ricapa de', 'busca', 'tala', 'amenaza', 'territorio', 'loreto', 'reconocimiento', 'peruana', '#', 'agua', 'millón', 'región', 'la nación', 'hectárea', 'cultura', 'territorio', 'bosque', 'fuente']"
61,laura grados,"['javier torres entrevista', 'la resaca', 'laura grados', 'juan luis dammert bello', 'javier torres entrevista', 'la resaca', 'laura grados', 'juan luis dammert bello']"
62,óscar maúrtua,"['bancada', 'canciller', 'presidente', 'firmeza', 'agenda', 'falta', 'óscar maúrtua', 'gobierno', 'renuncia', 'perú', 'realidad', 'comunicado', 'república', 'docilidad', 'congresista', 'bancada', 'maúrtua', 'perú libre', 'canciller', 'pronunciamiento', 'comunicado', 'óscar maúrtua', 'vicecanciller', 'renuncia', 'yarrow', 'avanza país', 'pl', 'luis chávez', 'bancada de perú libre', 'docilidad', 'venezuela', 'congreso', 'presidente', 'decisión', 'salida', 'vicecanciller', 'óscar maúrtua', 'renuncia', 'relación', 'agrupación', 'pedro castillo']"
63,íber maraví acción popular,"['salida', 'íber maraví acción popular', 'somos perú-partido morado']"
64,exmandatario,"['alejandro toledo', 'control', 'acusación', 'octubre', 'poder', 'exmandatario', 'judicial', 'juez', 'decisión', 'perú', 'luz', 'exmandatario', 'extradición', 'agencia efe', 'entrevista', 'recurso', 'apelación', 'justicia', 'demanda', 'amparo', 'exmandatario', 'defensa', 'habeas corpus', 'exfiscal', 'anticorrupción']"
65,nación,"['congresista', 'dedo', 'ministro', 'voluntad', 'señor', 'carlos anderson', 'nosotros', 'maraví', 'nación', 'método', 'ausencia', 'estado', 'nación', 'instrumento', 'áreas conservadas', 'objetivo', 'lista', 'territorios', 'nación', 'fondo', 'pueblos indígenas']"
66,joven,"['vida', 'arte', 'origami', 'anciano', 'año', 'figura', 'calle', 'trujillo héctor dextre', 'joven', 'ajuste', 'criminal', 'prueba', 'cuerpo', 'búsqueda', 'cuenta', 'callao', 'balazo', 'paradero', 'joven', 'muerte', 'arequipa', 'búsqueda', 'cuidadora', 'joven']"
67,conocimiento,"['barboza', 'centro fiscalía', 'detalle', 'organización', 'dinámico', 'conocimiento', 'prisión', 'junín', 'karem', 'resolución', 'fiscal', 'allanamiento', 'planeta', 'riesgo', 'amenaza', 'pueblo', 'conocimiento', 'interés', 'cooptación', 'maela', 'tecnología', 'miriency gonzález']"
68,ciudadano,"['punto', 'atención', 'vacunación', 'objetivo', 'día', 'mall aventura de santa anita', 'ciudadano', 'inmunización', 's/440000', 'situación', 'traslado', 'venezolano', 'delito', 'ejecutivo', 'octubre', 'nacionalidad', 'ciudadano']"
69,habeas,"['opción', 'hixson', 'coordinador', 'medida', 'expresidente', 'toledo', 'habeas', 'juez', 'equipo especial', 'decisión', 'corpus', 'extradición', 'rafael vela', 'recurso', 'alejandro toledo', 'expresidente', 'habeas', 'corpus', 'perú', 'defensa', 'extradición']"
70,ariana lira delcore   suscríbete,"['entrevista', 'irtp', 'ministerio', 'eduardo guzmán', 'ariana lira delcore   suscríbete']"
71,abogado,"['red', 'pronunciamiento', 'representante', 'parlamentaria', 'abogado', 'citación', 'través', 'legislativo', 'audiencia', 'ley', 'poder ejecutivo', 'pleno', 'demanda', 'octubre', 'abogado', 'tc', 'cas']"
72,factor,"['cambio', 'factor', 'peruano', 'salud', 'beca', 'concurso', 'suiza', 'profesional', 'contexto', 'universidad de berna', 'doctorado', 'pájaro carpintero real', 'cambio', 'factor', 'especie', 'autoridad', 'gobierno', 'climático', 'desaparición', 'en estados unidos', 'factor', 'base', 'región', 'producto', 'septiembre', 'alimento', 'precio', 'análisis']"
73,fiscal,"['organización', 'fiscal', 'vladimir cerrón', '«', 'barboza', 'centro fiscalía', 'detalle', 'organización', 'dinámico', 'conocimiento', 'prisión', 'junín', 'karem', 'resolución', 'fiscal', 'allanamiento']"
74,señor de los milagros,"['señor de los milagros', 'imagen', 'devotos', 'anda', 'pandemia', 'no', 'obstante', 'aforo', 'cristo moreno en las nazarenas', 'día', 'calle', 'devoto', 'octubre', 'horario', 'señor de los milagros', 'imagen', 'covid-19']"
75,defensa,"['recurso', 'alejandro toledo', 'expresidente', 'habeas', 'corpus', 'perú', 'defensa', 'extradición', 'recurso', 'apelación', 'justicia', 'demanda', 'amparo', 'exmandatario', 'defensa', 'habeas corpus', 'exfiscal', 'anticorrupción']"
76,política,"['escasez', 'frontera', 'venezuela', 'mayoría', 'política', 'viaje', 'restricción', 'crisis', 'atrapado', 'recurso', 'imagen', 'chile', 'cambio', 'política', 'promesa', 'influjo', 'los estados', 'maela', '1980', 'crecimiento', 'miriency gonzález']"
77,debate,"['psiquiatra', 'la ley', 'debate', 'febrero', 'reglamento', 'paciente', 'el proceso', 'asociación', 'noviembre', 'mundo', 'propuesta', 'tema', 'no', 'conjunto', 'participación', 'no se puede encargar solo a constitucionalistas', 'sociedad', 'tarea', 'parte', 'debate', 'puerta']"
78,televisión digital terrestre,"['c73', 'star globalcom c12', 'televisión digital terrestre', 'hd', 'claro tv c14 sd', 'edición mediodía', 'movistar tv c12 sd', 'tdt', 'best cable c92', 'información', 'sintonízanos', 'c73', 'star globalcom c12', 'televisión digital terrestre', 'hd', 'claro tv c14 sd', 'movistar tv c12 sd', 'noticias mañana', 'conducción', 'tdt', 'best cable c92', 'sintonízanos', 'c73', 'star globalcom c12', 'televisión digital terrestre', 'hd', 'claro tv c14 sd', 'movistar tv c12 sd', 'noticias mañana', 'conducción', 'tdt', 'best cable c92', 'sintonízanos']"
79,comunidad,"['cusco', 'mmg las bambas', 'comunero', 'pcm', 'reunión', 'comunidad', 'cruzpampa', 'representante', 'decisión', 'presidencia del consejo de ministros', 'hora', 'minera', 'corredor', 'sur', 'civilización', 'latinoamérica', 'comunidad', 'catolicismo', 'presidenta', 'disculpa', 'violencia', 'papa francisco', 'madrid', 'discurso', 'méxico', 'centro', 'familia', 'atención', 'violación', 'comunidad', 'desinformación', 'marleny', 'salud', 'producto', 'compadre']"
80,independencia   conoce,"['empleado', 'mediodía', 'pertenencia', 'independencia   conoce', 'delincuente', 'empresa']"
81,parlamentaria,"['red', 'pronunciamiento', 'representante', 'parlamentaria', 'abogado', 'citación', 'través', 'gabinete', 'cargo', 'censura', 'favor', 'ministro', 'parlamentaria', 'patricia chirinos', 'avanza país', 'iber maraví', 'pedro castillo', 'guido bellido']"
82,universidad,"['país', 'universidad', 'bachillerato', 'avanza', 'información', 'guido bellido']"
83,sicarios,"['hombre', 'san juan de lurigancho', 'sicarios']"
84,carlos ánderson,"['iber maraví', 'ministro', 'carlos ánderson']"
85,constitución lea,"['aarón salomón', 'constitución lea', 'columna']"
86,economía,"['alternativa', 'propuesta', 'solución', 'ejemplo', 'pero el corazón del libro', 'capítulo', 'economía', 'artículo', 'caso', 'antigüedad', 'actualidad', 'año', 'pérdida', 'economía', 'contaminación', 'empresa', 'lote']"
87,metro,"['ancho', 'gas', 'mar', 'metro', 'lava', 'fraile', 'españa', 'nube', 'material', 'instituto español de oceanografía', 'la palma', 'contacto', 'delta', 'río', 'ministerio de transportes', 'comunicaciones', 'equipo especial de reconstrucción con cambios', 'obra', 'nepeña', 'metro', 'tránsito', 'través']"
88,ejecutivo,"['s/440000', 'situación', 'traslado', 'venezolano', 'delito', 'ejecutivo', 'octubre', 'nacionalidad', 'ciudadano', 'cambio', 'divisa', 'tipo', 'decisión', 'ejecutivo', 'miércoles', 'septiembre', 'mercados', 'perú', 's/', 'jornada', 'reducción', 'dólar']"
89,sur,"['cusco', 'mmg las bambas', 'comunero', 'pcm', 'reunión', 'comunidad', 'cruzpampa', 'representante', 'decisión', 'presidencia del consejo de ministros', 'hora', 'minera', 'corredor', 'sur', 'vacunación', 'mayoría', 'minsa', 'país', 'setiembre', 'caso', 'enero', 'región', 'rabia', 'enfermedad', 'sur']"
90,conare-sute,"['conare-sute', 'fundador', 'íber maraví']"
91,silva,"['régimen', 'rospigliosi', 'ministro', 'prensa', 'silva']"
92,noticias tarde,"['noticias tarde', 'roberto wong', 'información']"
93,muñoz,"['s/72000', 'uci', 'cama', 'muñoz', 'audiencia', 'ángeles negros', 'bazalar', 'cobro', 'madre', 'disculpa', 'transferencia', 'cecilia aróstegui', 'perú', 'dinero', 'cero', 'covid-19 minsa', 'muñoz', 'sigamos', 'alcalde', 'guardia', 'día', 'población', 'reporte', 'responsabilidad', 'ola', 'lima', 'fuerza']"
94,karem roca,"['karem roca', 'caso', 'richard swing']"
95,devotos,"['señor de los milagros', 'imagen', 'devotos']"
96,harold forsyth,"['renegociación', 'mensaje', 'contrato', 'presidente', '“', 'tipo', 'representante', 'forsyth', 'oea', 'perú', 'derecho', 'estado', 'castillo', 'camisea', 'harold forsyth', 'jueves', 'mandatario', 'pandemia', 'presidente', 'consejo permanente de la oea', 'estado del continente', 'noche', 'jefe', 'pedro castillo', 'harold forsyth', 'sesión']"
97,denuncia,"['denuncia', 'surco', 'perro', 'jaime chincha']"
98,energía  no,"['pedro gamio', 'energía  no', 'vivo', 'viceministro']"
99,diccionario,"['alternativa', 'propuesta', 'diccionario', 'pm', 'cuál', 'país', 'miércoles']"
